x_GeneFamily	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_pai	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_p_1	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_1_Abun	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_2_Abun	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_2_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_2_Ab	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_2_Abundance_RPKs
4.1.1.37	0	0	0	0	0	0	29.9188026	30.25269115	118.4772826	156.6510726	36.15350284	25.56266665	124.6168908	111.3136363	97.1068024	110.9245546	279.5876682	256.7217551	220.8607229	245.0903968	60.45498895	47.5293691	178.0038807	168.3033818	62.44090145	61.84708131	316.1889218	387.8615522	288.10484	320.3587155	19.76742727	35.9191282	519.5832225	480.4653158	225.8537934	249.289876	1.779719789	5.891730322	194.3994	192.848519	92.73142515	83.97549627	105.4157842	127.084568	0	0	57.89789407	47.5451927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.165913626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.38	0	0	0	0	0	0	0	0	2.17337348	2.132542989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03874034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.809758876	3.666085058	0	0	0	0	0	0	0	0
4.1.1.41	0	0	0	0	0	0	18.86492594	23.16555785	41.01982446	130.6958999	89.65911849	81.78747113	39.61613233	37.28543317	21.95143545	20.53901972	19.28370079	26.39128802	37.53568683	2.78467068	50.31514376	40.93016556	46.39048078	74.3160226	78.61667011	49.89705449	124.3543585	143.4747024	37.06005754	30.29423498	37.79536932	34.96023405	271.4555713	106.8298141	147.3622269	146.5257736	0	8.979208857	22.01294946	27.98477095	83.20816825	83.57696878	72.40646658	56.71289407	0	0	12.60850147	22.03147328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.44	0	0	0	0	2.239208138	0	109.6174889	60.46165326	78.2500592	75.09337974	30.08264802	40.32017961	72.71119426	105.7792968	40.72940931	49.80405953	11.09022501	14.51628131	92.4499948	93.63589515	28.25699857	31.56295026	84.98408919	83.57205392	84.89345596	126.3934696	45.44540379	40.84292986	47.86598836	73.34975565	38.63425876	52.48657562	127.8239488	117.5210505	33.17402458	25.84325529	47.73876121	35.89413384	126.3965641	142.4105479	96.27453881	95.50055464	116.4368664	170.2078918	0	0	138.9038092	168.9571455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.52340715	6.784260516	0	0	0	0	0	0	9.686565044	2.533291288	8.219467017	5.265542779	4.558192159	10.36874574	3.353749484	0	0	0	0	0	0	1.396752773	0	0	0	0	0	0	0	0
4.1.1.45	0	0	0	0	0	0	6.118290412	0	4.545786937	4.561735077	0	0	4.412684949	4.29067765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.067153971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.646199606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.48	0	0	0	0	0	0	174.7408415	186.1964319	177.296085	140.1129569	58.30015668	105.3898349	59.45945837	40.64620848	24.45291495	106.4341986	90.62084362	136.7470887	95.16795121	130.2882658	90.25789513	69.7894527	39.26808916	133.2736178	25.30799969	106.9168988	386.4208947	356.0579514	104.8922014	149.2772686	105.1131333	109.8862697	292.8734771	310.8658583	191.5272776	404.4117166	28.69175763	30.69779245	187.7946117	200.7272503	297.4485842	338.2179671	300.3295841	322.642511	0	0	231.2466274	169.9906955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.106845445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.204964493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.49	0	0	0	0	0	0	36.87129867	42.84432365	19.1768619	42.51641341	48.21541013	25.53874132	82.55318941	79.63897658	41.00982189	44.57772746	0	0	58.03498058	64.39352536	25.22585482	14.71146709	39.24706142	48.28477147	24.97875822	26.40130834	12.91245123	40.68635909	57.91509795	43.26526867	45.73037761	66.99287497	72.07952802	0	67.58122193	81.74013992	5.70986497	0	63.21224052	67.21361418	94.36502072	67.55873776	34.01658735	47.31380905	0	0	48.03277632	60.08096473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.5	0	0	0	0	1.994889146	0	29.416386	116.5192144	151.8945394	168.0177156	44.6369395	53.62748447	64.27562511	85.70756192	41.57897519	56.36635609	1858.305284	1934.469903	115.7607793	117.4013087	250.9217819	255.2658175	75.39646582	71.84026057	87.68750738	76.84799744	283.5869138	336.0961216	153.2948253	146.501748	88.50136969	103.4724098	981.8514844	1042.439254	303.4167952	320.102933	86.8453259	80.14926671	950.3091635	1009.58584	76.97138003	91.19655045	384.0967946	455.2655227	0	0	274.0123565	262.7493616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.50	0	0	0	0	0	0	45.22449387	15.34982857	22.69255863	22.20728117	30.12072841	29.58196222	44.60819757	87.90834942	68.96699163	59.78350526	0	0	175.7393289	174.293604	15.45279623	17.7538195	28.69537956	26.25824325	127.9473841	106.7237722	23.07894445	51.33955371	75.32337383	98.45073314	222.164471	209.6603731	4.155188246	8.251675083	91.22076725	97.62885107	21.14218554	24.9016476	33.66521972	62.98658644	31.0795333	22.02139276	40.04983219	54.56457659	0	0	49.78503304	97.76084891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.61	0	0	0	0	0	0	0	0	5.935666774	0	0	0	0	0	0	0	0	0	1.76254597	3.260661568	0	0	0	0	9.38186784	7.141130138	0	0	0	0	18.41301172	19.14231594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.64	0	0	0	0	0	0	0	3.726532924	0	5.120326067	10.66612982	8.037003785	5.69659533	7.254483343	0	0	0	0	6.335380871	0	9.845167152	0	0	0	0	0	4.262323573	4.038720094	0	0	0	0	0	0	0	0	0	0	33.80642481	30.32762203	17.4288405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.65	0	0	0	0	0	0	98.21993694	105.7393163	250.5894641	249.3045975	119.7984385	93.64704909	210.7364605	204.569225	124.7168606	136.6290574	293.8369717	246.9987656	237.4838134	236.6860789	73.00709274	67.01501843	170.2081618	184.7168671	155.1250072	137.543053	15.62547687	43.35505608	174.8877231	149.8681161	237.1954632	203.0955635	73.41561284	61.90753953	136.7761015	191.824586	50.31353062	93.51317492	136.6582091	130.0264524	154.3335241	166.047047	151.7870842	108.763651	0	0	102.5143809	99.33216512	0	0	0	0	0	0	0	0	0	10.76686754	0	0	0	0	0	3.90625	0	0	0	0	0	0	0	0	3.434989743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.68	0	0	0	0	0	0	0.406004593	2.219581406	0	0	0	0	0	4.41930302	2.726356524	0.394928919	0	0	0	0	0	0	0	0	12.94886307	1.732750075	0	0	8.826141517	8.071761876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.70	0	0	0	0	0	0	37.54778861	27.90239928	57.11043883	300.5366654	69.84591226	88.84695899	27.1561776	32.39148104	57.69163324	77.6213171	81.40528053	57.72202787	184.9744313	194.1849987	84.50897458	76.7986795	20.892469	12.76216348	22.79436067	41.20014469	376.6057564	438.2704358	61.47110442	31.98048276	82.25564492	90.84694507	686.1974969	3.708111037	402.5543619	368.1265735	9.772056093	8.464406075	168.6895741	111.8387153	172.7066315	152.3052602	40.58732178	46.222603	0	0	92.38688861	69.19233969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17043103	48.83280247	52.28434294	0	0	0	0	0	0	0	0	61.39034701	68.40818784	41.20547044	40.58559963	0	0	85.8402728	92.87116084	32.95084027	39.90311536	0	0	23.94805671	25.87897289	0	0	15.42610545	15.42472373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.73	0	0	0	0	0	0	0	2.114033017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.860037778	4.082836058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.918668651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08554963	6.756607492	0	0	0	0	0	0	0	0	0	0	0	0	9.715515666	8.751262084	9.548236511	7.525626224	10.84614425	14.37092066	4.137057425	6.491539775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.974578	108.1765221	0	0	0	0	0	0	0	0	0	8.083275837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.44852887	22.54864434	0	0	0	5.884591666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.293577982	0	0	0	0
4.1.1.81	0	0	0	0	0	0	8.874781431	11.35476471	10.67975803	6.900208777	0	0	10.80766073	0	4.062986383	2.669126125	0	0	4.140793399	0	13.16716699	14.35885994	6.636388753	15.28536532	9.905615553	10.5247008	0	0	0	8.292858931	3.333638589	0	0	0	8.105820814	5.378891701	0	0	0	0	0	0	13.13946874	11.97774532	0	0	10.94569828	10.4240611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.82	0	0	0	0	0	0	0	0	16.45898373	21.26368624	9.64896772	18.83197126	12.4597963	16.79450029	15.25190384	18.33075393	0	0	15.45116088	11.96280392	16.75279791	9.740951839	0	0	42.79061068	37.95353275	0	0	6.577969671	8.482450349	54.74843627	57.16707106	3.252806531	2.348741572	34.85319408	22.83800493	2.348741572	1.87647583	79.45172625	66.74908497	13.0433609	8.842376453	2.947560333	2.194817635	0	0	8.655541141	3.286978805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.83	0	0	0	0	0	0	1.63258226	0	0	0	0	0	0	0	3.558135541	3.411016646	0	0	0	0	0	0	0	0	9.212541376	6.106613766	3.655379221	4.106567609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105923544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.85	0	0	0	0	0	0	26.48286258	16.30106405	3.775274964	8.506913342	0	7.744555161	64.52945142	43.78930049	0	0	4.445950098	3.187205957	45.35749606	36.68418672	2.981135607	0	4.087535448	0	58.95900648	75.41021448	0	0	20.61794203	14.62901692	5.464087134	4.183356361	10.255389	9.039534098	0	0	11.45282736	7.793821839	0	0	9.500588619	10.24277848	16.35768525	22.79168265	0	0	7.417915277	5.841221744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.86	0	0	0	0	0	0	0	0	0	0	0	1.733648542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.296934284	9.840884598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.895702018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.96	0	0	0	0	0	0	36.63306186	31.40936564	9.638492299	16.78080335	40.12558057	25.25093556	54.83822529	47.60431023	34.78602664	35.45313977	0	0	35.35795473	23.7505053	9.964796976	10.92593952	14.03776301	15.98015991	15.21616182	21.08064381	33.01685183	20.8360907	20.04208392	30.93067394	34.75843574	24.43195254	14.31010791	17.20520125	19.21183672	11.54977984	0	0	6.583843737	4.2750857	41.47971651	45.6222038	27.78326158	29.61200307	0	0	16.3782018	11.65081254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.438080488	8.611677804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.1.98	0	0	0	0	0	0	4.660752284	0	0	0	0	0	9.422517011	6.148223034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.13	0	0	0	0	5.278058453	4.914524626	150.0432782	136.8348927	180.3363402	240.4104989	314.9968628	244.3746368	297.9642321	362.6491636	206.7677038	217.3806755	105.8360302	125.3469482	228.0960114	215.5035669	171.8428671	162.0867294	179.6577472	153.9483039	288.4685773	287.547047	374.7522055	365.2082138	391.9732189	433.4144035	427.103817	397.5898212	790.3217223	573.0925214	500.4177802	501.8710474	70.76812736	78.56731621	533.2312218	539.0526238	329.8300002	291.3814111	294.1214533	338.3749492	0	0	268.0133898	240.5870138	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.306794509	3.64127108	0	0	0	17.97274829	0	0	0	0
4.1.2.14	0	0	0	0	0	6.430054929	134.4763403	165.154705	97.23331865	121.1767684	130.0606934	133.0669924	203.6969227	179.6690814	111.8588931	104.2664525	19.26715178	30.42153134	119.9980013	137.3293379	230.6612104	221.3579831	200.503283	180.4899777	135.1872674	170.5518723	169.6854795	162.8969761	79.12463614	96.1454449	94.48422908	61.46941484	214.8667964	111.7727451	210.1419278	219.899876	41.20982723	26.91108833	229.598626	293.7005241	154.4690847	179.7832843	176.6542364	209.3193365	0	0	67.36224564	59.90758898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15523629	6.205948402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.17	0	0	0	0	0	0	58.18871594	48.08087841	192.1173401	261.2943696	88.36603521	89.59483681	116.4260155	118.1185945	65.92312939	79.45436534	8.305667816	8.345577394	191.1988306	182.1675142	34.45657052	20.95191848	101.147721	112.1995452	148.1109357	174.3544928	171.4919675	155.8701994	59.64743309	72.88067938	153.9404116	149.834663	76.15545888	46.75398843	227.1309146	148.4095664	13.95424892	23.39673204	69.03354272	50.01594824	149.9813674	178.8961197	30.9763	25.41633466	0	0	40.63690542	23.87943354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.19	0	0	0	0	0	0	18.29693689	20.3515115	28.1016549	114.9877238	40.14237698	50.10926983	23.39164085	28.82985493	12.02909699	16.6244078	9.042299732	13.53785293	27.35928477	13.75981323	64.45003293	60.75017681	48.53434509	36.09870544	112.8870449	96.74122387	118.6643829	126.1467787	40.98739369	15.11932354	32.1327505	35.66245879	295.1602006	7.549214065	164.9271804	174.8774804	5.146372157	5.476355547	37.10676042	43.61712077	61.70336513	44.71841325	16.27309156	21.43142553	0	0	30.30558365	20.49919642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.2	0	0	0	0	0	0	0	3.550933568	0	0	0	0	7.216038997	10.51325792	0	0	0	0	0	0	0	0	0	0	8.246501768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.50274485	14.77765157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
